582
grain
,000,09,10,1985,1986,1987,25,87,agriculture,corn,crop,department,dlrs,ec,export,exports,farm,farmers,grain,imports,maize,market,mln,nil,pct,price,prices,production,program,report,rice,said,soviet,tonnes,total,trade,usda,week,wheat,year
59,0,28,5,7,7,0,0,36,1,0,0,1,0,1,0,7,0,0,7,7,0,0,7,15,0,0,0,7,0,0,0,0,0,7,0,0,1,0,0,0
60,8,0,0,0,0,0,1,0,0,8,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,5,0,4,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,1,5
62,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,1,2,0,0,9,2,0,0,1,0,0,1,5
63,0,0,0,0,0,3,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,0,2
64,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,4,4,0,3,4,0,0,0,0,0,1,1,0,3,5,3,0,0,1,0,1,0
65,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,1
66,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,6,2,2,0,0,2,0,0,0,0,0,4,0,2,0,0,0,0,0,1
67,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,1,0,1,6,0,0,0,0,2,0,0,1
68,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,0
69,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,3,0
70,4,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,6,1,0,0,0,0,0
71,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1
72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,4,0
73,0,0,1,0,4,3,1,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,2,0,0,0,6,0,2,0,0,0,0,7,2
74,0,0,0,0,3,0,0,0,1,3,2,1,6,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,3,0,0,1,0,4,0,1,1
75,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,1,1,2,0
76,0,0,2,0,0,0,0,0,1,2,3,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,7,0,1,4,0,0,4,0,4,1,3,1
77,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
79,0,0,0,0,6,3,0,7,0,0,2,0,0,1,0,0,0,0,7,1,3,1,17,0,1,0,1,4,0,1,0,7,3,7,0,3,0,0,12,4
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,2
82,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,10,2,0,0,0,1,0,5,0
83,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,1,0,0,0,0,0,8,2,5,0,0,0,0,2,4
84,1,102,15,29,32,0,11,135,1,7,0,1,10,0,0,13,0,0,7,10,0,1,29,2,0,19,1,15,0,0,13,0,0,2,25,0,3,0,4,3
85,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,5,0
87,0,0,2,0,0,0,0,0,1,11,2,1,1,0,0,0,1,1,1,0,0,2,9,0,0,1,1,1,6,0,0,14,0,0,2,8,5,1,0,0
88,0,0,0,0,0,3,0,0,4,1,0,1,4,0,0,0,0,1,0,0,0,1,4,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,2,0
89,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
90,2,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
91,0,0,0,0,0,0,1,0,1,4,6,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,0,6,0,6,0,1,2,0,1,1,1,0
92,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,15,0,0,0,0,5,1
93,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
94,2,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,1,0,0,0,3
95,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,1,0,0,1,0,0,0
96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,3,5
97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
98,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,4,3,0,0,0,0,1,8,0
99,0,0,1,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1
100,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,7,0,2
101,1,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0
102,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,4,2,0,2,6,0,0,1,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,6,0,2,0,0,3,0,0,1,0,0,2,0,0,2,5,0,0,0,6,0,0,0,1
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,2,0,2
106,3,0,0,0,0,0,0,0,1,1,0,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,2,1
107,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108,0,0,0,0,0,0,0,0,2,0,0,7,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,0,11,4,1,0,0,4,0,8,0
109,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0
110,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,1,0
111,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6,2,1,0,0,3,7,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,8,0,0,0,0,0,0,8,0
113,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,1
114,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,2,1
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
116,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
117,7,0,2,0,0,0,2,0,1,0,1,0,0,3,3,3,1,0,4,0,0,9,14,0,0,0,4,0,0,0,0,5,1,19,3,1,0,1,11,0
118,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
119,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,2,0
121,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
122,0,0,1,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0
123,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
124,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1
126,0,0,4,7,3,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,4,0,20,0,12,0,0,7,0,0,0,2,0,12,4,1,0,5,0,1
127,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,3
128,0,0,0,1,0,0,0,0,3,1,1,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,6,0,0,0,4,0,2
130,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0
131,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,7,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1
132,3,0,5,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,2,0,5,0,12,0,8,0,0,2,0,0,0,8,0,11,7,2,0,8,0,3
133,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,3,0,2,0
134,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
135,0,0,1,0,2,1,0,2,1,0,0,2,0,0,0,1,0,0,5,1,0,3,2,0,0,0,3,3,0,4,9,10,0,0,1,2,5,0,0,4
136,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,10,0,0,0,0,2,0,1,0,0,4,1,0,0,6,0,0,0,0,0,0,0,1
137,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
138,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1
139,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
140,0,0,0,1,0,3,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3
141,0,0,0,0,2,0,2,0,1,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,0
142,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,1,0,5,0,0,3,0,0,0,3,3,0,1,0,0,13,5,0,0,4,1,1,19,2
143,0,0,0,3,3,0,2,3,1,0,1,1,0,0,0,2,0,0,1,0,0,0,12,0,0,0,0,2,0,0,0,0,0,9,0,0,1,0,2,0
144,8,0,2,0,0,0,0,0,1,6,0,1,5,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,1,0,3,0,0,0
145,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0,7,5,0,0,0,0,0,0,2,0,2,0,5,0,0,13,0,0,0,0,1,2,3,2
146,2,0,1,0,0,1,0,0,1,0,0,3,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,2,0,3,0,0,1,0,9,0
147,1,0,2,2,3,3,0,0,3,1,0,1,0,0,0,3,2,3,18,6,0,0,11,0,1,0,4,3,0,0,1,17,0,5,0,0,0,0,0,3
148,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
149,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,3,0
150,0,0,0,0,2,0,3,0,1,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,0
151,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,1,0,0,3,0,0,0
152,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
153,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,7,2,0,0,0,0,0,0,0,0
154,1,0,0,0,1,0,0,0,2,0,0,1,3,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1
155,3,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0
156,0,0,1,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,6,0,0,0,0,0,0,0,1
157,1,0,0,0,1,0,0,1,1,18,6,1,2,0,1,1,0,0,3,0,0,1,9,0,0,2,5,0,0,0,0,11,11,8,0,1,4,3,2,2
158,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,3,0,0,1,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,4
159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,8,0,0,0,4,0,2
160,1,0,0,2,2,0,0,1,1,1,0,1,0,0,0,0,0,0,5,2,0,1,5,0,1,0,0,3,0,0,0,3,4,5,0,0,4,0,2,1
161,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1
162,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1
163,0,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,0,19,0,14,0,0,5,0,0,0,1,0,11,12,1,0,8,0,3
164,0,0,5,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,5,0,18,0,13,0,0,4,0,0,0,2,0,9,10,1,0,3,0,7
165,0,0,0,0,0,6,0,0,7,0,4,1,3,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,3,0,0,9,0,0,0,0,0,1,7,1
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
